Id,firstflrsf,GrLivArea,LotArea,GarageArea,BsmtUnfSF,TotalBsmtSF,LotFrontage,GarageYrBlt,MoSold,YearBuilt,SalePrice
1224,2136,2136,10680,528,1380,2136,89.0,1951.0,10,1951,137900
1225,788,1490,15384,388,64,788,60.0,2004.0,2,2004,184000
1226,1138,1138,10482,264,81,588,65.0,1958.0,6,1958,145000
1227,894,1933,14598,668,894,894,86.0,2007.0,1,2007,214000
1228,912,912,8872,576,317,912,72.0,1992.0,12,1965,147000
1229,1702,1702,8769,1052,162,1702,65.0,2008.0,10,2008,367294
1230,1507,1507,7910,404,409,1075,70.0,1960.0,8,1960,127000
1231,1361,2620,18890,600,652,1361,0.0,1977.0,8,1977,190000
1232,1190,1190,7728,540,303,1106,70.0,1962.0,5,1962,132500
1233,1224,1224,9842,462,0,0,70.0,1962.0,3,1962,101800
1234,1188,1188,12160,531,188,1188,0.0,1959.0,5,1959,142000
1235,1024,1964,8525,0,940,940,55.0,1979.0,11,1911,130000
1236,892,1784,13132,180,747,747,96.0,1914.0,7,1914,138887
1237,764,1626,2628,474,764,764,36.0,2003.0,6,2003,175500
1238,847,1948,12393,434,847,847,41.0,2004.0,9,2004,195000
1239,1141,1141,13072,484,1141,1141,63.0,2005.0,3,2005,142500
1240,1484,1484,9037,472,1048,1476,64.0,2006.0,12,2006,265900
1241,884,1768,8158,543,334,884,65.0,2003.0,7,2003,224900
1242,1689,1689,9849,954,1689,1689,83.0,2007.0,6,2007,248328
1243,1173,1173,10625,528,0,1053,85.0,1974.0,1,1974,170000
1244,2076,2076,13891,850,690,2076,107.0,2006.0,9,2006,465000
1245,792,1517,11435,400,792,792,0.0,1931.0,6,1929,230000
1246,1140,1868,12090,477,585,585,78.0,1984.0,1,1984,178000
1247,756,1553,8125,615,756,756,65.0,2005.0,3,2005,186500
1248,1034,1034,12328,888,473,1012,0.0,1976.0,5,1976,169900
1249,1134,2058,9600,396,416,735,60.0,1950.0,4,1917,129500
1250,988,988,7200,276,246,876,60.0,1950.0,5,1950,119000
1251,2110,2110,11160,522,1045,2110,93.0,1968.0,4,1968,244000
1252,1405,1405,3136,478,1405,1405,0.0,2003.0,3,2003,171750
1253,874,874,9858,288,354,864,62.0,1968.0,11,1968,130000
1254,1516,2167,17542,518,36,1192,0.0,1974.0,7,1974,294000
1255,760,1656,6931,397,746,746,60.0,2003.0,7,2003,165400
1256,959,1367,6240,560,459,884,52.0,1978.0,11,1931,127500
1257,1987,1987,14303,691,672,1986,91.0,1994.0,8,1994,301500
1258,864,864,4060,0,864,864,56.0,1979.0,7,1922,99900
1259,1166,1166,9587,400,201,856,59.0,2005.0,7,2005,190000
1260,1054,1054,9750,460,14,1054,65.0,1969.0,7,1969,151000
1261,892,1675,24682,502,841,841,0.0,1999.0,6,1999,181000
1262,1050,1050,9600,338,546,1050,80.0,1956.0,6,1956,128900
1263,1104,1788,11250,304,1104,1104,0.0,1957.0,11,1957,161500
1264,1060,1824,13515,520,764,764,60.0,1940.0,7,1919,180500
1265,1337,1337,4060,511,1139,1405,34.0,1998.0,8,1998,181000
1266,713,1452,3735,506,241,691,35.0,1999.0,3,1999,183900
1267,964,1889,10120,308,925,925,60.0,1960.0,1,1910,122000
1268,2018,2018,13214,746,2002,2002,89.0,2009.0,5,2008,378500
1269,1968,3447,14100,1014,536,728,0.0,1982.0,5,1935,381000
1270,874,1524,11344,315,414,874,78.0,1958.0,7,1958,144000
1271,1332,1524,23595,586,74,1332,0.0,1979.0,4,1979,260000
1272,1489,1489,9156,462,1489,1489,0.0,1968.0,8,1968,185750
1273,935,935,13526,288,0,935,0.0,1965.0,11,1965,137000
1274,1357,1357,11512,312,300,1019,124.0,1959.0,5,1959,177000
1275,661,1250,5362,552,661,661,53.0,1985.0,11,1910,139000
1276,928,1920,11345,400,708,928,95.0,1948.0,7,1948,137000
1277,735,1395,12936,497,130,723,0.0,1972.0,12,1972,162000
1278,1724,1724,17871,480,1152,1680,0.0,1967.0,6,1967,197900
1279,1128,2031,9473,577,324,1128,75.0,2002.0,3,2002,237000
1281,1573,1573,9808,544,785,1573,67.0,2002.0,3,2002,227000
1282,1339,1339,8049,484,256,1309,50.0,1990.0,7,1990,180000
1283,1040,1040,8800,484,364,1040,61.0,1977.0,9,1977,150500
1284,912,1824,9400,0,912,912,94.0,1979.0,4,1971,139000
1285,1699,2447,9638,336,804,804,50.0,1969.0,3,1919,169000
1286,825,1412,6000,280,780,780,50.0,1939.0,5,1939,132500
1287,1328,1328,9790,528,678,1328,0.0,1963.0,6,1963,143000
1288,1582,1582,36500,390,812,1624,0.0,1964.0,6,1964,190000
1289,1659,1659,5664,499,343,1501,40.0,2000.0,10,2000,278000
1290,1120,1970,11065,753,1085,1085,86.0,2006.0,10,2006,281000
1291,1152,1152,14112,484,138,1152,0.0,1964.0,4,1964,180500
1292,630,1302,1680,264,399,630,21.0,1972.0,2,1972,119500
1293,1378,2372,6600,432,994,994,60.0,1985.0,12,1892,107500
1294,832,1664,10140,528,638,832,78.0,1976.0,3,1976,162900
1295,864,864,8172,572,697,864,60.0,1957.0,4,1955,115000
1296,1052,1052,8400,288,36,1052,70.0,1968.0,11,1968,138500
1297,1128,1128,8700,525,344,1120,80.0,1963.0,12,1963,155000
1298,1072,1072,3675,525,0,547,35.0,2005.0,6,2005,140000
1299,4692,5642,63887,1418,466,6110,313.0,2008.0,1,2008,160000
1300,1246,1246,7500,305,0,1246,75.0,1959.0,5,1959,154000
1301,1005,1983,10762,490,284,978,0.0,1999.0,5,1999,225000
1302,753,1494,7500,213,224,771,0.0,1942.0,11,1942,177500
1303,1203,2526,10120,844,425,1165,92.0,1994.0,12,1994,290000
1304,1616,1616,8688,834,1616,1616,73.0,2005.0,4,2005,232000
1305,976,1708,3363,380,976,976,32.0,2004.0,4,2004,130000
1306,1652,1652,13173,840,80,1652,108.0,2006.0,11,2006,325000
1307,1368,1368,6955,474,1368,1368,48.0,2005.0,9,2005,202500
1308,990,990,8072,480,244,990,60.0,2000.0,5,1994,138000
1309,1122,1122,12000,528,172,924,100.0,1948.0,5,1948,147000
1310,1294,1294,7153,496,78,1278,0.0,1991.0,6,1991,179200
1311,1902,1902,17500,567,496,1902,100.0,1959.0,5,1959,335000
1312,1274,1274,8814,508,349,1274,68.0,2005.0,1,2005,203000
1313,1453,2810,9572,750,971,1453,0.0,1990.0,6,1990,302000
1314,1422,2599,14774,779,1393,1393,108.0,1999.0,5,1999,333168
1315,948,948,8190,280,216,948,60.0,1956.0,10,1954,119000
1316,1092,2112,11075,576,176,952,85.0,1969.0,6,1969,206900
1317,1630,1630,10226,860,1622,1622,61.0,2008.0,1,2008,295493
1318,1352,1352,4230,466,1352,1352,47.0,2006.0,4,2006,208900
1319,1787,1787,14781,748,1753,1753,0.0,2001.0,8,2001,275000
1320,948,948,10215,248,372,864,75.0,1954.0,2,1954,111000
1321,1478,1478,8400,442,628,1478,70.0,1957.0,6,1957,156500
1322,720,720,6627,287,0,0,0.0,1955.0,7,1949,72500
1323,1061,1923,10186,564,76,750,107.0,1992.0,6,1992,190000
1324,708,708,5330,0,140,420,50.0,1979.0,12,1940,82500
1325,1795,1795,9986,895,1795,1795,75.0,2007.0,2,2006,147000
1326,796,796,3636,0,796,796,40.0,1979.0,1,1922,55000
1327,774,774,4270,0,0,544,70.0,1979.0,5,1931,79000
1328,816,816,6600,264,175,816,60.0,1982.0,10,1982,130500
1329,1584,2792,10440,520,1017,1510,60.0,1920.0,6,1920,256000
1330,955,1632,9084,462,935,935,63.0,1998.0,6,1998,176500
1331,1588,1588,10000,825,1588,1588,85.0,2006.0,12,2006,227000
1332,954,954,10780,576,428,911,55.0,1976.0,7,1976,132500
1333,816,816,8877,288,126,816,67.0,1958.0,5,1938,100000
1334,803,1360,7200,297,803,803,60.0,1951.0,7,1938,125500
1335,765,1365,2368,440,0,765,24.0,1970.0,5,1970,125000
1336,1334,1334,9650,630,664,1350,80.0,1977.0,4,1977,167900
1337,1656,1656,9246,506,1656,1656,87.0,1973.0,11,1973,135000
1338,693,693,4118,0,693,693,153.0,1979.0,3,1941,52500
1339,920,1861,13450,492,216,916,95.0,2002.0,6,2002,200000
1340,864,864,9560,288,504,864,120.0,1972.0,6,1972,128500
1341,872,872,8294,480,858,858,70.0,1974.0,6,1971,123000
1342,1114,1114,13695,576,300,1114,66.0,2004.0,7,2003,155000
1343,1284,2169,9375,647,1284,1284,0.0,2002.0,8,2002,228500
1344,1172,1913,7558,342,896,896,57.0,1929.0,3,1928,177000
1345,728,1456,11103,440,728,728,85.0,2006.0,7,2006,155835
1346,960,960,6000,308,710,960,50.0,1997.0,7,1920,108500
1347,2156,2156,20781,508,1203,1568,0.0,1968.0,6,1968,262500
1348,1776,1776,15306,712,1652,1732,93.0,2006.0,5,2006,283463
1349,1494,1494,16196,514,39,1482,0.0,1998.0,8,1998,215000
1350,938,2358,5250,0,425,684,50.0,1979.0,12,1872,122000
1351,1338,2634,11643,968,748,1248,91.0,1969.0,8,1969,200000
1352,858,1716,9247,490,539,858,70.0,1962.0,3,1962,171000
1353,786,1176,6000,624,698,698,50.0,1999.0,7,1937,134900
1354,2053,3238,14720,666,1217,2033,56.0,1996.0,3,1995,410000
1355,992,1865,10316,839,257,992,0.0,2000.0,6,2000,235000
1356,1222,1920,10192,487,570,570,102.0,1968.0,9,1968,170000
1357,892,892,9477,264,524,864,0.0,1966.0,10,1966,110000
1358,1078,1078,12537,500,344,1078,0.0,1971.0,4,1971,149900
1359,769,1573,2117,440,378,756,0.0,2000.0,6,2000,177500
1360,1980,1980,16737,770,533,1980,129.0,2004.0,9,2004,315000
1361,990,2601,9842,621,612,612,51.0,1998.0,5,1921,189000
1362,1530,1530,16158,430,256,1530,124.0,2005.0,6,2005,260000
1363,1281,1738,12513,368,715,715,0.0,1920.0,6,1920,104900
1364,616,1412,8499,432,616,616,73.0,2007.0,3,2006,156932
1365,520,1200,3180,480,600,600,30.0,2005.0,4,2005,144152
1366,814,1674,7500,663,281,814,0.0,2000.0,1,2000,216000
1367,882,1790,9179,588,240,873,68.0,1999.0,6,1999,193000
1368,925,1475,2665,336,36,757,41.0,1977.0,7,1977,127000
1369,848,848,4435,420,163,848,0.0,2003.0,6,2003,144000
1370,1668,1668,10635,502,315,1657,48.0,2003.0,5,2003,232000
1371,840,1374,5400,338,420,840,90.0,1967.0,10,1920,105000
1372,1661,1661,9600,377,161,992,80.0,1955.0,10,1955,165500
1373,1108,2097,9750,583,133,1108,75.0,1998.0,6,1998,274300
1374,2633,2633,11400,804,1351,2633,0.0,2001.0,3,2001,466500
1375,1026,1958,10625,936,1026,1026,85.0,2005.0,7,2005,250000
1376,1571,1571,10991,722,1571,1571,89.0,2007.0,12,2007,239000
1377,790,790,6292,160,384,768,52.0,1925.0,4,1930,91000
1378,984,1604,10998,660,156,984,60.0,1977.0,7,1941,117000
1379,483,987,1953,264,174,483,21.0,1973.0,6,1973,83000
1380,754,1394,9735,400,384,384,73.0,2007.0,5,2006,167500
1381,864,864,8212,200,661,864,45.0,1938.0,6,1914,58500
1382,2117,2117,12925,550,340,1205,0.0,1970.0,5,1970,237500
1383,998,1762,7200,576,596,596,60.0,1989.0,10,1920,157000
1384,1416,1416,25339,576,816,816,0.0,2007.0,8,1918,112000
1385,698,1258,9060,280,356,560,60.0,1939.0,10,1939,105000
1386,796,1154,5436,240,61,796,40.0,1922.0,5,1922,125500
1387,1392,2784,16692,564,133,1392,80.0,1978.0,7,1978,250000
1388,1664,2526,8520,216,0,714,60.0,1916.0,8,1916,136000
1389,1746,1746,14892,758,426,1746,42.0,2006.0,10,2006,377500
1390,869,1218,6000,440,360,735,60.0,2003.0,3,1941,131000
1391,1525,1525,9100,541,125,1525,70.0,2000.0,9,2000,235000
1392,1584,1584,8944,792,1584,1584,65.0,1967.0,4,1967,124000
1393,900,900,7838,288,95,864,68.0,1967.0,12,1967,123000
1394,1221,1912,10800,672,482,482,60.0,2003.0,4,1905,163000
1395,1500,1500,4045,648,286,1356,53.0,2006.0,10,2006,246578
1396,1133,2482,12665,642,1094,1094,88.0,2005.0,2,2005,281213
1397,1687,1687,57200,572,60,747,0.0,1966.0,6,1948,160000
1398,939,1513,6120,180,939,939,51.0,1933.0,5,1920,137500
1399,1136,1904,7200,240,676,1208,60.0,1950.0,5,1950,138000
1400,1160,1608,6171,216,712,976,51.0,1925.0,10,1925,137450
1401,950,1158,6000,208,862,862,50.0,1929.0,7,1929,120000
1402,864,1593,7415,398,80,839,62.0,2004.0,4,2004,193000
1403,1294,1294,6762,662,1286,1286,64.0,2006.0,7,2006,193879
1404,1464,1464,15256,754,556,1485,49.0,2007.0,8,2007,282922
1405,694,1214,10410,936,672,672,60.0,1998.0,1,1915,105000
1406,1646,1646,3842,482,221,1594,44.0,2004.0,1,2004,275000
1407,768,768,8445,396,112,768,70.0,1988.0,3,1972,133000
1408,833,833,8780,0,208,833,0.0,1979.0,3,1985,112000
1409,741,1363,7740,528,622,622,60.0,1966.0,6,1910,125500
1410,1236,2093,20544,542,791,791,46.0,1986.0,11,1986,215000
1411,944,1840,12420,622,278,944,79.0,2001.0,6,2001,230000
1412,1112,1668,9600,271,736,856,80.0,1950.0,9,1950,140000
1413,1040,1040,7200,420,0,0,60.0,1956.0,6,1949,90000
1414,1844,1844,10994,620,868,1844,88.0,2005.0,9,2005,257000
1415,1053,1848,13053,370,833,833,64.0,1922.0,6,1923,207000
1416,1569,1569,3635,660,398,1386,51.0,2007.0,5,2007,175900
1417,1246,2290,11340,560,777,777,60.0,1971.0,4,1885,122500
1418,1310,2450,16545,1069,503,1284,0.0,1998.0,5,1998,340000
1419,1144,1144,9204,336,247,1144,71.0,1962.0,8,1963,124000
1420,1844,1844,16381,540,734,1844,0.0,1969.0,12,1969,223000
1421,708,1416,11700,776,304,708,90.0,1968.0,5,1968,179900
1422,1069,1069,4043,440,709,1069,53.0,1977.0,7,1977,127500
1423,848,848,4435,420,162,848,37.0,2003.0,3,2003,136500
1424,1575,2201,19690,432,697,697,0.0,1966.0,8,1966,274970
1425,1344,1344,9503,484,193,1024,0.0,1970.0,6,1958,144000
1426,1252,1252,10721,528,1252,1252,80.0,1960.0,10,1959,142000
1427,1223,2127,10944,525,223,1223,81.0,1994.0,8,1994,271000
1428,1048,1558,10930,288,333,913,60.0,1962.0,4,1945,140000
1429,804,804,7200,240,278,788,60.0,1940.0,2,1940,119000
1430,1440,1440,12546,467,762,1440,0.0,1981.0,4,1981,182900
1431,734,1838,21930,372,732,732,60.0,2005.0,7,2005,192140
1432,958,958,4928,440,0,958,0.0,1976.0,10,1976,143750
1433,968,968,10800,216,656,656,60.0,1928.0,8,1927,64500
1434,962,1792,10261,451,936,936,93.0,2000.0,5,2000,186500
1435,1126,1126,17400,484,190,1126,80.0,1977.0,5,1977,160000
1436,1537,1537,8400,462,1319,1319,80.0,1962.0,7,1962,174000
1437,864,864,9000,528,248,864,60.0,1974.0,5,1971,120500
1438,1932,1932,12444,774,596,1932,96.0,2008.0,11,2008,394617
1439,1236,1236,7407,923,312,912,90.0,1957.0,4,1957,149700
1440,1040,1725,11584,550,114,539,80.0,1979.0,11,1979,197000
1441,1423,2555,11526,672,588,588,79.0,1993.0,9,1922,191000
1442,848,848,4426,420,151,848,0.0,2004.0,5,2004,149300
1443,1026,2007,11003,812,252,1017,85.0,2008.0,4,2008,310000
1444,952,952,8854,192,952,952,0.0,1916.0,5,1916,121000
1445,1422,1422,8500,626,1422,1422,63.0,2004.0,11,2004,179600
1446,913,913,8400,240,0,814,70.0,1990.0,5,1966,129000
1447,1188,1188,26142,312,595,1188,0.0,1962.0,4,1962,157900
1448,1220,2090,10000,556,141,1220,80.0,1995.0,12,1995,240000
1449,796,1346,11767,384,560,560,70.0,1950.0,5,1910,112000
1450,630,630,1533,0,77,630,21.0,1979.0,8,1970,92000
1451,896,1792,9000,0,896,896,60.0,1979.0,9,1974,136000
1452,1578,1578,9262,840,1573,1573,78.0,2008.0,5,2008,287090
1453,1072,1072,3675,525,0,547,35.0,2005.0,5,2005,145000
1454,1140,1140,17217,0,1140,1140,90.0,1979.0,7,2006,84500
1455,1221,1221,7500,400,811,1221,62.0,2004.0,10,2004,185000
1456,953,1647,7917,460,953,953,62.0,1999.0,8,1999,175000
1457,2073,2073,13175,500,589,1542,85.0,1978.0,2,1978,210000
1458,1188,2340,9042,252,877,1152,66.0,1941.0,5,1941,266500
1459,1078,1078,9717,240,0,1078,68.0,1950.0,4,1950,142125
1460,1256,1256,9937,276,136,1256,75.0,1965.0,6,1965,147500
